persona_description;item
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I make people feel welcome.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I love large parties.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I go on binges.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I stick to my chosen path.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I leave my belongings around.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I know how to cope.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I get upset easily.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I seldom daydream.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I work hard.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I love order and regularity.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I break my promises.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I distrust people.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I like to solve complex problems.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I suspect hidden motives in others.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I believe that I am better than others.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I dislike new foods.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am always busy.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I have a rich vocabulary.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I put people under pressure.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I often make last-minute plans.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I postpone decisions.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I feel comfortable with myself.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I want everything to be just right.
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I easily resist temptations.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I get back at others.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am always prepared.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am often down in the dumps.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I panic easily.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I wait for others to lead the way.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am interested in many things.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I fear the worst.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am passionate about causes.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I start tasks right away.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I feel others’ emotions.
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I feel sympathy for those who are worse off than myself.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I adapt easily to new situations.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I dislike loud music.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I keep my cool.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I rarely complain.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I like to take it easy.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I do not enjoy going to art museums.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I hate to seem pushy.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I avoid crowds.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I listen to my conscience.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am concerned about others.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I get stressed out easily.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I rarely get irritated.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I feel that my life lacks direction.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I express childlike joy.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I spend time reflecting on things.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I take advantage of others.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am not easily annoyed.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I seek adventure.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I have little to say.	
I work in advertising. My mother is dead. I like to hike. I’ve a golden retriever. I write fiction for fun.;I am able to stand up for myself.	
